title,journal,year,cites,type,doi,pmid,pmcid,isOA,facets,key,Titin domain architecture (Ig/Fn3),Titin elasticity & PEVK spring,Z-disc / Z-band,M-band / M-line,Thick filament / myosin,Thin filament / actin-tropomyosin,Sarcomere lattice & mechanics,Cryo-EM / structural biology,Titin signaling / kinase / N2B-N2A,Cardiac disease / cardiomyopathy,Skeletal muscle disease / myopathy,Phosphorylation / PTM,Isoforms & splicing
Why exercise builds muscles: titin mechanosensing controls skeletal muscle growth under load.,Biophysical journal,2021,13,,10.1016/j.bpj.2021.07.023,34389312.0,PMC8456289,Y,['titin_general'],10.1016/j.bpj.2021.07.023,False,False,False,True,False,False,True,False,True,False,False,True,False
Structural domain in the Titin N2B-us region binds to FHL2 in a force-activation dependent manner.,Nature communications,2024,13,,10.1038/s41467-024-48828-7,38802383.0,PMC11530556,Y,"['titin_general', 'titin_structure_domain']",10.1038/s41467-024-48828-7,False,False,False,False,False,False,False,False,True,False,False,False,False
"Loss of Sarcomere-associated Formins Disrupts Z-line Organization, but does not Prevent Thin Filament Assembly in <i>Caenorhabditis elegans</i> Muscle.",Journal of cytology & histology,2015,13,,10.4172/2157-7099.1000318,26161293.0,PMC4494759,N,['sarcomere_architecture'],10.4172/2157-7099.1000318,False,False,True,False,False,True,True,False,False,False,False,False,False
Shiver me titin! Elucidating titin's role in shivering thermogenesis.,The Journal of experimental biology,2015,13,,10.1242/jeb.111849,25573826.0,,N,['titin_general'],10.1242/jeb.111849,False,False,False,False,False,False,False,False,True,False,True,False,False
Solution NMR Structure of Titin N2A Region Ig Domain I83 and Its Interaction with Metal Ions.,Journal of molecular biology,2021,12,,10.1016/j.jmb.2021.166977,33811919.0,PMC9550216,N,"['titin_general', 'titin_structure_domain']",10.1016/j.jmb.2021.166977,True,False,False,False,False,True,False,True,True,False,False,False,False
Effect of L-Arginine on Titin Expression in Rat Soleus Muscle After Hindlimb Unloading.,Frontiers in physiology,2019,12,,10.3389/fphys.2019.01221,31616317.0,PMC6764413,Y,['titin_general'],10.3389/fphys.2019.01221,False,False,False,False,False,False,False,False,False,False,False,True,False
Engineering protein polymers of ultrahigh molecular weight <i>via</i> supramolecular polymerization: towards mimicking the giant muscle protein titin.,Chemical science,2019,12,,10.1039/c9sc02128k,32055313.0,PMC7003960,Y,['titin_general'],10.1039/c9sc02128k,False,False,False,False,False,False,False,False,False,False,False,False,False
Dynamic Ejection Fraction Trajectory in Patients With Dilated Cardiomyopathy With a Truncating Titin Variant.,Circulation. Heart failure,2022,12,,10.1161/circheartfailure.121.009352,35543125.0,,N,['titin_general'],10.1161/circheartfailure.121.009352,False,False,False,False,False,False,False,False,False,True,True,False,False
Pairwise sequence similarity mapping with PaSiMap: Reclassification of immunoglobulin domains from titin as case study.,Computational and structural biotechnology journal,2022,12,,10.1016/j.csbj.2022.09.034,36212532.0,PMC9529554,Y,['titin_general'],10.1016/j.csbj.2022.09.034,True,False,False,False,False,False,False,False,False,False,False,False,False
Titin N2A Domain and Its Interactions at the Sarcomere.,International journal of molecular sciences,2021,12,,10.3390/ijms22147563,34299183.0,PMC8305307,Y,"['titin_general', 'titin_structure_domain']",10.3390/ijms22147563,False,False,False,False,True,True,True,False,True,False,False,False,False
Nivolumab-induced Myositis and Myocarditis with Positive Anti-titin Antibody and Anti-voltage-gated Potassium Channel Kv1.4 Antibody.,"Internal medicine (Tokyo, Japan)",2022,12,,10.2169/internalmedicine.8772-21,35314545.0,PMC9593150,Y,['titin_general'],10.2169/internalmedicine.8772-21,False,False,False,False,False,False,False,False,False,False,False,False,False
"Scalable, Non-denaturing Purification of Phosphoproteins Using Ga<sup>3+</sup>-IMAC: N2A and M1M2 Titin Components as Study case.",The protein journal,2019,12,,10.1007/s10930-019-09815-w,30719619.0,,N,['titin_general'],10.1007/s10930-019-09815-w,False,False,False,False,False,False,False,False,True,False,False,True,False
Direct coculture of human pluripotent stem cell-derived cardiac progenitor cells with epicardial cells induces cardiomyocyte proliferation and reduces sarcomere organization.,Journal of molecular and cellular cardiology,2022,12,,10.1016/j.yjmcc.2021.09.009,34560089.0,PMC8766908,N,['sarcomere_architecture'],10.1016/j.yjmcc.2021.09.009,False,False,False,False,False,False,False,False,False,False,False,False,False
Deficiency of nuclear receptor interaction protein leads to cardiomyopathy by disrupting sarcomere structure and mitochondrial respiration.,Journal of molecular and cellular cardiology,2019,12,,10.1016/j.yjmcc.2019.09.009,31629737.0,,N,['sarcomere_architecture'],10.1016/j.yjmcc.2019.09.009,False,False,True,False,False,False,True,False,False,True,True,False,False
Urinary Titin Is Increased in Patients After Cardiac Surgery.,Frontiers in cardiovascular medicine,2019,12,,10.3389/fcvm.2019.00007,30800662.0,PMC6375839,Y,['titin_general'],10.3389/fcvm.2019.00007,False,False,False,False,False,True,True,False,False,True,True,False,False
Changes in urinary titin N-terminal fragments as a biomarker of exercise-induced muscle damage in the repeated bout effect.,Journal of science and medicine in sport,2020,12,,10.1016/j.jsams.2019.12.023,31928880.0,,N,['titin_general'],10.1016/j.jsams.2019.12.023,False,False,False,False,False,False,False,False,False,False,False,False,False
A Region of UNC-89 (Obscurin) Lying between Two Protein Kinase Domains Is a Highly Elastic Spring Required for Proper Sarcomere Organization.,Journal of molecular biology,2020,12,,10.1016/j.jmb.2020.06.024,32645312.0,PMC9549344,N,['sarcomere_architecture'],10.1016/j.jmb.2020.06.024,True,True,False,True,False,False,False,False,False,False,False,False,True
Analysis of Titin in Red and White Muscles: Crucial Role on Muscle Contractions Using a Fish Model.,BioMed research international,2018,12,,10.1155/2018/5816875,30581860.0,PMC6276494,Y,['titin_general'],10.1155/2018/5816875,False,False,True,False,False,False,True,False,False,False,False,False,False
Aberrant developmental titin splicing and dysregulated sarcomere length in Thymosin β4 knockout mice.,Journal of molecular and cellular cardiology,2017,11,,10.1016/j.yjmcc.2016.10.010,27914791.0,PMC5319848,Y,['titin_general'],10.1016/j.yjmcc.2016.10.010,False,False,False,False,False,True,True,False,False,True,True,False,True
Single-Molecule Force Spectroscopy Studies of Missense Titin Mutations That Are Likely Causing Cardiomyopathy.,Langmuir : the ACS journal of surfaces and colloids,2021,11,,10.1021/acs.langmuir.1c02006,34618459.0,PMC9150697,Y,['titin_general'],10.1021/acs.langmuir.1c02006,False,True,False,False,False,False,False,False,False,True,True,False,False
Elevated Urinary Titin and its Associated Clinical Outcomes after Acute Stroke.,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,2021,11,,10.1016/j.jstrokecerebrovasdis.2020.105561,33360523.0,,N,['titin_general'],10.1016/j.jstrokecerebrovasdis.2020.105561,False,False,False,False,False,False,False,False,False,False,False,False,False
Real-time visualization of titin dynamics reveals extensive reversible photobleaching in human induced pluripotent stem cell-derived cardiomyocytes.,American journal of physiology. Cell physiology,2020,11,,10.1152/ajpcell.00107.2019,31747312.0,PMC6985833,N,['titin_general'],10.1152/ajpcell.00107.2019,False,False,False,True,False,False,False,False,False,False,False,False,False
Linagliptin prevents left ventricular stiffening by reducing titin cleavage and hypophosphorylation.,Journal of cellular and molecular medicine,2021,11,,10.1111/jcmm.16122,33295687.0,PMC7812306,Y,['titin_general'],10.1111/jcmm.16122,False,False,False,False,False,False,False,False,True,False,False,True,True
A sandwich ELISA kit reveals marked elevation of titin N-terminal fragment levels in the urine of mdx mice.,Animal models and experimental medicine,2022,11,,10.1002/ame2.12204,35229992.0,PMC8879618,Y,['titin_general'],10.1002/ame2.12204,False,False,False,False,False,False,False,False,False,False,True,False,False
Mislocalization of SMN from the I-band and M-band in human skeletal myofibers in spinal muscular atrophy associates with primary structural alterations of the sarcomere.,Cell and tissue research,2020,11,,10.1007/s00441-020-03236-3,32676861.0,,N,['mband'],10.1007/s00441-020-03236-3,False,False,True,True,False,False,False,False,False,False,True,False,True
Mechanical responses of the mechanosensitive unstructured domains in cardiac titin.,Biology of the cell,2018,11,,10.1111/boc.201700061,29226977.0,,N,['titin_general'],10.1111/boc.201700061,True,True,False,False,False,False,False,False,True,False,False,False,False
Titin-Based Force Modulates Cardiac Thick and Thin Filaments.,Circulation research,2024,11,,10.1161/circresaha.123.323988,38482667.0,PMC11046451,N,['titin_general'],10.1161/circresaha.123.323988,False,False,False,False,False,True,False,False,False,False,False,False,False
"Zebrafish Embryonic Slow Muscle Is a Rapid System for Genetic Analysis of Sarcomere Organization by CRISPR/Cas9, but Not NgAgo.","Marine biotechnology (New York, N.Y.)",2018,11,,10.1007/s10126-018-9794-8,29374849.0,,N,['sarcomere_architecture'],10.1007/s10126-018-9794-8,False,False,False,True,True,False,False,False,False,False,False,False,False
A stochastic simulation of skeletal muscle calcium transients in a structurally realistic sarcomere model using MCell.,PLoS computational biology,2019,11,,10.1371/journal.pcbi.1006712,30845143.0,PMC6424466,Y,['sarcomere_architecture'],10.1371/journal.pcbi.1006712,False,False,True,True,False,True,True,False,False,False,False,False,False
"The crucial role of titin in fetal development: recurrent miscarriages and bone, heart and muscle anomalies characterise the severe end of titinopathies spectrum.",Journal of medical genetics,2023,11,,10.1136/jmg-2022-109018,36977548.0,,N,['titin_general'],10.1136/jmg-2022-109018,False,False,False,False,False,False,False,False,False,True,True,False,False
The assembly and evaluation of antisense oligonucleotides applied in exon skipping for titin-based mutations in dilated cardiomyopathy.,Journal of molecular and cellular cardiology,2019,11,,10.1016/j.yjmcc.2019.04.014,30998980.0,,N,['titin_general'],10.1016/j.yjmcc.2019.04.014,False,False,False,False,False,False,False,False,False,True,True,False,False
Scriptaid/exercise-induced lysine acetylation is another type of posttranslational modification occurring in titin.,"Journal of applied physiology (Bethesda, Md. : 1985)",2020,11,,10.1152/japplphysiol.00617.2019,31829803.0,,N,['titin_general'],10.1152/japplphysiol.00617.2019,False,False,False,False,False,False,False,False,False,False,False,False,False
Mortality Risk Associated With Truncating Founder Mutations in Titin.,Circulation. Genomic and precision medicine,2019,10,,10.1161/circgen.118.002436,31112426.0,,N,['titin_general'],10.1161/circgen.118.002436,False,False,False,False,False,False,False,False,False,True,True,False,False
Monitoring Unfolding of Titin I27 Single and Bi Domain with High-Pressure NMR Spectroscopy.,Biophysical journal,2018,10,,10.1016/j.bpj.2018.06.010,30021109.0,PMC6051020,N,"['titin_general', 'titin_structure_domain']",10.1016/j.bpj.2018.06.010,False,False,False,False,False,False,False,False,False,False,False,False,False
Does partial titin degradation affect sarcomere length nonuniformities and force in active and passive myofibrils?,American journal of physiology. Cell physiology,2018,10,,10.1152/ajpcell.00183.2017,29768046.0,PMC6171042,N,['titin_general'],10.1152/ajpcell.00183.2017,False,False,False,False,False,False,True,False,False,False,False,False,False
Myosin MgADP Release Rate Decreases as Sarcomere Length Increases in Skinned Rat Soleus Muscle Fibers.,Biophysical journal,2016,10,,10.1016/j.bpj.2016.09.024,27806282.0,PMC5103013,N,['sarcomere_architecture'],10.1016/j.bpj.2016.09.024,False,False,False,False,False,True,True,False,False,False,False,False,False
"Slow skeletal muscle troponin T, titin and myosin light chain 3 are candidate prognostic biomarkers for Ewing's sarcoma.",Oncology letters,2019,10,,10.3892/ol.2019.11044,31807166.0,PMC6876326,Y,['titin_general'],10.3892/ol.2019.11044,False,False,False,False,True,True,False,False,False,False,False,False,False
"Smyd1 is essential for myosin expression and sarcomere organization in craniofacial, extraocular, and cardiac muscles.",Journal of genetics and genomics = Yi chuan xue bao,2021,10,,10.1016/j.jgg.2021.03.004,33958316.0,PMC9234968,N,['sarcomere_architecture'],10.1016/j.jgg.2021.03.004,False,False,False,False,False,False,False,False,False,False,False,False,False
Differences in thick filament activation in fast rodent skeletal muscle and slow porcine cardiac muscle.,The Journal of physiology,2024,10,,10.1113/jp286072,38695322.0,PMC11178443,N,['thick_filament'],10.1113/jp286072,False,False,False,False,True,True,False,True,False,False,False,False,False
Cardiac specific titin N2B exon is a novel sensitive serological marker for cardiac injury.,International journal of cardiology,2016,10,,10.1016/j.ijcard.2016.03.045,27043064.0,,N,['titin_general'],10.1016/j.ijcard.2016.03.045,False,False,False,False,False,False,False,False,True,False,False,False,False
Screening for anti-titin antibodies in patients with various paraneoplastic neurological syndromes.,Journal of neuroimmunology,2016,10,,10.1016/j.jneuroim.2016.04.004,27235344.0,,N,['titin_general'],10.1016/j.jneuroim.2016.04.004,False,False,False,False,False,False,False,False,False,False,False,False,False
The giant titin: how to evaluate its role in cardiomyopathies.,Journal of muscle research and cell motility,2019,10,,10.1007/s10974-019-09518-w,31147888.0,PMC6726704,Y,['titin_general'],10.1007/s10974-019-09518-w,False,False,False,False,False,False,False,False,False,True,True,False,False
